N_obs,SNR,rep,L,regularization,xcv_score,OracleRKHS_L2_function_mean_cos2,OracleRKHS_RKHS_function_mean_cos2,OracleL2_L2_function_mean_cos2,OracleL2_RKHS_function_mean_cos2
50,0.5,0,1,0.1,-1.026245053678761,0.8014167112921287,0.8547271333142529,0.8884348258788377,0.753793127394874
50,0.5,0,2,0.1,-1.026245053678761,0.8817585395108316,0.9210239118595916,0.9754389506888841,0.9891404977441036
50,0.5,0,3,0.1,-1.026245053678761,0.861069397033642,0.901339756719731,0.9690231515819338,0.9843561877385203
50,0.5,1,1,0.1,-1.024833775202844,0.009890164636461926,0.009397529672559357,0.9296729259225956,0.9554684073831552
50,0.5,1,2,0.1,-1.024833775202844,0.7055456931365248,0.7130984645838052,0.9276782579873641,0.9398678872958339
50,0.5,1,3,0.1,-1.024833775202844,0.7172919358854642,0.9132132820516615,0.8713989469593892,0.9666046202644089
50,0.5,2,1,0.1,-1.0200078077966435,0.024214937976319354,0.2903523290357984,0.5464612116336249,0.09058755982863656
50,0.5,2,2,0.1,-1.0200078077966435,0.5366002964592844,0.7188996386559856,0.7174454948286799,0.7976593353666231
50,0.5,2,3,0.1,-1.0200078077966435,0.6950124705447959,0.683814369983046,0.8622513456958819,0.8835344829214824
50,0.5,3,1,0.1,-1.0228463502880378,4.5661827951992627e-07,0.0017098243484447568,0.24351254319123658,0.5495645713007477
50,0.5,3,2,0.1,-1.0228463502880378,0.4338299812786384,0.4648849810664821,0.9379691078942316,0.9377281897482255
50,0.5,3,3,0.1,-1.0228463502880378,0.7961768209940555,0.8440980248499169,0.8974895611264836,0.937933851356211
50,0.5,4,1,0.1,-1.025655659578919,0.013277688246418529,0.001511874356554753,0.9619869375510909,0.9251433514890193
50,0.5,4,2,0.1,-1.025655659578919,0.5342181727215235,0.5545898013584734,0.8581099866631465,0.879276866206596
50,0.5,4,3,0.1,-1.025655659578919,0.6628759542078916,0.6866547112794493,0.6723598428925174,0.6662326537439831
50,0.5,5,1,0.1,-1.0355330319610807,0.7181047383548138,0.8195126994784847,0.7732363827201937,0.9049136083748224
50,0.5,5,2,0.1,-1.0355330319610807,0.7008875176612314,0.8087727852039022,0.9319993277451464,0.9643598971460846
50,0.5,5,3,0.1,-1.0355330319610807,0.6544745203993027,0.9073293885605479,0.7905511778511213,0.7436006430863875
50,0.5,6,1,0.1,-1.0155422625663713,0.7931568921940056,0.7394419104330053,0.9315398922237639,0.9354518277481251
50,0.5,6,2,0.1,-1.0155422625663713,0.8119512067699342,0.8378714888982313,0.9592917404351275,0.9672491388108735
50,0.5,6,3,0.1,-1.0155422625663713,0.8981431524978308,0.9282406813692656,0.7049358605448107,0.755420953822481
50,0.5,7,1,0.1,-0.9822460596090434,0.4892076048943716,0.6881435435557353,0.4869255792912727,0.6838498692142523
50,0.5,7,2,0.1,-0.9822460596090434,0.8687056358769437,0.9067800192290407,0.9776838702444823,0.9895591779319197
50,0.5,7,3,0.1,-0.9822460596090434,0.7223685315777209,0.8452443372742239,0.6860448909378142,0.6940926252030019
50,0.5,8,1,0.1,-1.0087160898763625,0.7305026836161151,0.7375253928058404,0.9098658704500141,0.9669053063343714
50,0.5,8,2,0.1,-1.0087160898763625,0.7291794610261071,0.8148057374395989,0.9568018580152853,0.9789596237063553
50,0.5,8,3,0.1,-1.0087160898763625,0.8566035691897816,0.8415179863144479,0.9659102223204341,0.9653610461501813
50,0.5,9,1,0.1,-1.0046191797324275,0.4797763024637026,0.5691503987785248,0.8992555658947644,0.956130131903121
50,0.5,9,2,0.1,-1.0046191797324275,0.4730686409677728,0.5763275611373614,0.8846372534630988,0.9561771797641236
50,0.5,9,3,0.1,-1.0046191797324275,0.6916037630381315,0.8142546685755955,0.9215674982795473,0.9819535857157683
50,0.5,10,1,0.1,-1.02303687959683,0.3958442980199593,0.7710442647905401,0.8625791325222629,0.9722405451513209
50,0.5,10,2,0.1,-1.02303687959683,0.7088168037536481,0.7165141747456762,0.9567985951315634,0.9530654414338221
50,0.5,10,3,0.1,-1.02303687959683,0.7540945668058175,0.9030985807793023,0.9795933440959889,0.830604681234076
50,0.5,11,1,0.1,-1.0237404467738747,0.4990877533238902,0.7772961762392059,0.9441955709209935,0.8474022270765803
50,0.5,11,2,0.1,-1.0237404467738747,0.6774843416433055,0.7456629786387847,0.9123852787895204,0.8262020891328292
50,0.5,11,3,0.1,-1.0237404467738747,0.6816183968486933,0.7076079648640374,0.9513165158733274,0.9280211544187752
50,0.5,12,1,0.1,-1.0203244690653432,0.25318537922460865,0.31773709840663183,0.6426811512742079,0.7656903430590625
50,0.5,12,2,0.1,-1.0203244690653432,0.4567635836435469,0.8157641665208786,0.6423485411520055,0.9380393715833415
50,0.5,12,3,0.1,-1.0203244690653432,0.8655614801479352,0.9210445478403507,0.9416817888052257,0.9813217927017585
50,0.5,13,1,0.1,-1.0011216667261007,0.5376548431796732,0.6191662361593726,0.807927715325345,0.8543859216362216
50,0.5,13,2,0.1,-1.0011216667261007,0.7637257704515402,0.8033007848183114,0.902031192051298,0.9304539419797109
50,0.5,13,3,0.1,-1.0011216667261007,0.786506909925349,0.791174793979417,0.9219485122430514,0.9271826104398228
50,0.5,14,1,0.1,-1.0118411311718258,0.6091038524834474,0.7044865888269609,0.9330578004644481,0.9772393481506652
50,0.5,14,2,0.1,-1.0118411311718258,0.3953201803222253,0.4734601491813677,0.8474362106278741,0.961129591244885
50,0.5,14,3,0.1,-1.0118411311718258,0.6657100165017479,0.7419906843410414,0.9259654256122798,0.9639567794055396
50,0.5,15,1,0.1,-0.9865070979879712,0.7108231193446738,0.7916256003130667,0.9141217873133789,0.9656990506180181
50,0.5,15,2,0.1,-0.9865070979879712,0.49529317215357166,0.5193874671814624,0.9265026531192166,0.9367365250308641
50,0.5,15,3,0.1,-0.9865070979879712,0.6630191848755546,0.6725385011387157,0.9297316282084122,0.9378334522358646
50,0.5,16,1,0.1,-1.0003905813968843,0.19009867474829584,0.30633099930283203,0.5009540960952595,0.465009488455898
50,0.5,16,2,0.1,-1.0003905813968843,0.38518772724954375,0.45529219933195275,0.8980689177572478,0.923276605904261
50,0.5,16,3,0.1,-1.0003905813968843,0.8157116406243009,0.8580043648270795,0.8673208033976775,0.9365163951016998
50,0.5,17,1,0.1,-1.0133047317886912,0.584794522764016,0.9343132712552611,0.8101901522269506,0.9798874399718253
50,0.5,17,2,0.1,-1.0133047317886912,0.44043424276023685,0.7240068276959909,0.6381807622478775,0.7164303705703821
50,0.5,17,3,0.1,-1.0133047317886912,0.6546075523610803,0.658191404338387,0.9918280233122377,0.9929859855152642
50,0.5,18,1,0.1,-1.0339393496211073,0.28083434899914567,0.3507287326961082,0.6524529689889115,0.6561188448725294
50,0.5,18,2,0.1,-1.0339393496211073,0.617432932234505,0.7677231648531735,0.8290134978629172,0.9116180704330772
50,0.5,18,3,0.1,-1.0339393496211073,0.8679357164621283,0.928156080429101,0.9767724870505313,0.9716195290305265
50,0.5,19,1,0.1,-1.0247412976580206,0.4940802106630733,0.6762478910605614,0.27356928791207374,0.5937302777422938
50,0.5,19,2,0.1,-1.0247412976580206,0.6651215968520457,0.8147536690660693,0.8385179066113878,0.933400183417699
50,0.5,19,3,0.1,-1.0247412976580206,0.7538325197597988,0.7584098938842483,0.9607753171264207,0.9692763558437445
50,0.5,20,1,0.1,-1.0126197647831647,0.4552106538925849,0.7192571655336217,0.8888466247552,0.8835321593877655
50,0.5,20,2,0.1,-1.0126197647831647,0.5825018793917031,0.6141809273273258,0.882053748023941,0.8959801668489361
50,0.5,20,3,0.1,-1.0126197647831647,0.7914616471297169,0.7771842400186526,0.9022186968917526,0.8798515107210343
50,0.5,21,1,0.01,-1.0142813175543017,0.7809781683520937,0.9222115183864088,0.8637694579175551,0.7433415620695274
50,0.5,21,2,0.01,-1.0142813175543017,0.7778264888104047,0.7376072870850529,0.969428162265727,0.6355742179289237
50,0.5,21,3,0.01,-1.0142813175543017,0.7535076806040184,0.7330575948333689,0.9801201516337722,0.664769563634178
50,0.5,22,1,0.01,-0.9727577362181878,0.7500982517315598,0.6835959016447629,0.8705090384319993,0.9262926170408814
50,0.5,22,2,0.01,-0.9727577362181878,0.6359618677213077,0.353971830862076,0.9724775266564167,0.7371788417157183
50,0.5,22,3,0.01,-0.9727577362181878,0.7927270543613183,0.658911807283146,0.6731270818678051,0.6574216413180047
50,0.5,23,1,0.1,-1.058939489216143,0.5650678348554227,0.5986809746544737,4.074783229359494e-05,0.17498698608420052
50,0.5,23,2,0.1,-1.058939489216143,0.6720429259437644,0.8239320722763708,0.9316320883768221,0.9605078221211982
50,0.5,23,3,0.1,-1.058939489216143,0.6550787342760539,0.9433247107249741,0.6655922445924095,0.9565438995090183
50,0.5,24,1,0.1,-1.0188766321647307,0.679027936949493,0.7818510112417097,0.8327783195655658,0.7842965574974461
50,0.5,24,2,0.1,-1.0188766321647307,0.7906765740975314,0.8635796526036372,0.9359237638583261,0.9510856691940065
50,0.5,24,3,0.1,-1.0188766321647307,0.8907785220587229,0.9337755905366083,0.9487431138006498,0.9785069235941576
50,0.5,25,1,0.1,-1.0135912538865732,0.3851553640532365,0.6784605851026085,0.5053743496427214,0.9025770879860423
50,0.5,25,2,0.1,-1.0135912538865732,0.5886403657908743,0.6351878178618513,0.9321837357903958,0.9379719848595445
50,0.5,25,3,0.1,-1.0135912538865732,0.761949255718872,0.7741291009429633,0.9416669761883241,0.9492027506273136
50,0.5,26,1,0.1,-1.0168067870722055,0.2005706972533264,0.7592517259429895,0.47992532877221444,0.9785682125296742
50,0.5,26,2,0.1,-1.0168067870722055,0.47428923069352324,0.46691180300370605,0.9609939865463082,0.9838133320370435
50,0.5,26,3,0.1,-1.0168067870722055,0.8066505878641846,0.8213545098053266,0.914836363291427,0.926471526004975
50,0.5,27,1,0.1,-1.0060771167673308,0.7742111025893638,0.7984728346773188,0.8385215421286586,0.9030967240832987
50,0.5,27,2,0.1,-1.0060771167673308,0.5877047458610904,0.7054342688845248,0.9523451117915214,0.947318224089657
50,0.5,27,3,0.1,-1.0060771167673308,0.7870472709158256,0.8590331266653083,0.9576563337880404,0.9783298024721588
50,0.5,28,1,0.1,-1.021210336866985,0.2855046759752213,0.5517521357069659,0.9691472446475826,0.2631591910263895
50,0.5,28,2,0.1,-1.021210336866985,0.5183957871710057,0.5992772565559946,0.9789334163527171,0.9855292093528228
50,0.5,28,3,0.1,-1.021210336866985,0.7218632430266737,0.8495337992779568,0.6651022893243986,0.7256512232908854
