N_obs,SNR,L,rep,oracle_l2_to_rkhs_mean_cos2
15,2.0,1,89,0.9692697143063786
15,2.0,2,89,0.5000863804034685
15,2.0,3,89,0.7864922410882338
15,2.0,1,90,0.6425011216020643
15,2.0,2,90,0.9142004246933026
15,2.0,3,90,0.6685429739101184
15,2.0,1,91,0.8228277625594155
15,2.0,2,91,0.8460510245901269
15,2.0,3,91,0.9526683588786837
15,2.0,1,92,0.9811126278859524
15,2.0,2,92,0.9748508396986364
15,2.0,3,92,0.7419092495848116
15,2.0,1,93,0.6021766815199514
15,2.0,2,93,0.7867260597567071
15,2.0,3,93,0.9933478999178132
15,2.0,1,94,0.045070448677360486
15,2.0,2,94,0.9040809902552042
15,2.0,3,94,0.9152104179078023
15,2.0,1,95,0.5372409701657315
15,2.0,2,95,0.9210852222085912
15,2.0,3,95,0.9633945762207575
15,2.0,1,96,0.9152438940966937
15,2.0,2,96,0.9126581918936729
15,2.0,3,96,0.9282567644998615
15,2.0,1,97,0.1504688101001162
15,2.0,2,97,0.9834335178943912
15,2.0,3,97,0.8024579939933473
15,2.0,1,98,0.22401939593393327
15,2.0,2,98,0.9351167560502979
15,2.0,3,98,0.8507046671173067
15,2.0,1,99,0.8103303383877677
15,2.0,2,99,0.8821100471588199
15,2.0,3,99,0.8995995201295727
15,2.0,1,100,0.5682920820023362
15,2.0,2,100,0.790483253231662
15,2.0,3,100,0.9795084133725386
15,2.0,1,101,0.03284698619331131
15,2.0,2,101,0.9424021302524406
15,2.0,3,101,0.969498966537115
15,2.0,1,102,0.940942412953663
15,2.0,2,102,0.7392945339551362
15,2.0,3,102,0.9559610371218209
15,2.0,1,103,0.4383491756192148
15,2.0,2,103,0.5533276842441178
15,2.0,3,103,0.9900267414677062
15,2.0,1,104,0.632226290219727
15,2.0,2,104,0.8460350620707107
15,2.0,3,104,0.9312575696852954
15,2.0,1,105,0.004434822352143512
15,2.0,2,105,0.6306351328841484
15,2.0,3,105,0.7025324797150928
15,2.0,1,106,0.5011154600093691
15,2.0,2,106,0.7128613715177818
15,2.0,3,106,0.6755453254846411
15,2.0,1,107,0.8685379634855152
15,2.0,2,107,0.793866558017753
15,2.0,3,107,0.972868761478178
15,2.0,1,108,0.2519681206353586
15,2.0,2,108,0.49418513616840054
15,2.0,3,108,0.939210977531193
15,2.0,1,109,0.9098548222342284
15,2.0,2,109,0.7619803673648926
15,2.0,3,109,0.7719561563011806
15,2.0,1,110,0.5161765451808755
15,2.0,2,110,0.9304278292223009
15,2.0,3,110,0.7173790564513731
15,2.0,1,111,0.015632549435830954
15,2.0,2,111,0.7354081124682962
15,2.0,3,111,0.8217653373924328
15,2.0,1,112,0.5412381671078562
15,2.0,2,112,0.5039415628352432
15,2.0,3,112,0.9774294744619878
15,2.0,1,113,0.7403804565490771
15,2.0,2,113,0.8936375568747456
15,2.0,3,113,0.9835499906374489
15,2.0,1,114,0.8566373081726977
15,2.0,2,114,0.8180812926981635
15,2.0,3,114,0.7636604844170066
15,2.0,1,115,0.9156150185659244
15,2.0,2,115,0.7052706972723202
15,2.0,3,115,0.9426740300637863
15,2.0,1,116,0.26896551497492427
15,2.0,2,116,0.8977006944753344
15,2.0,3,116,0.9646797526663892
15,2.0,1,117,0.0373321596243257
15,2.0,2,117,0.9835322132032187
15,2.0,3,117,0.8040394141519598
15,2.0,1,118,0.8430199133066197
15,2.0,2,118,0.9648796642847806
15,2.0,3,118,0.9248141603668866
15,2.0,1,119,0.36487341608779006
15,2.0,2,119,0.6613114111658058
15,2.0,3,119,0.9310298382085339
15,2.0,1,120,0.0479089628375235
15,2.0,2,120,0.8964193882383434
15,2.0,3,120,0.9475239061771316
15,2.0,1,121,0.4406931409549466
15,2.0,2,121,0.9489654010600823
15,2.0,3,121,0.9432979777392897
15,2.0,1,122,0.42363686342621126
15,2.0,2,122,0.9601749616543178
15,2.0,3,122,0.6671919208193527
15,2.0,1,123,0.7241087578898996
15,2.0,2,123,0.6070191328557671
15,2.0,3,123,0.7655967566550769
15,2.0,1,124,0.8379635965072806
15,2.0,2,124,0.5619447522430868
15,2.0,3,124,0.7290202270495736
15,2.0,1,125,0.22708918273248857
15,2.0,2,125,0.5370321845211219
15,2.0,3,125,0.9924084543312178
15,2.0,1,126,0.8682206869139762
15,2.0,2,126,0.8552985621334734
15,2.0,3,126,0.7268628734563509
15,2.0,1,127,0.9011823364510892
15,2.0,2,127,0.7416860089648083
15,2.0,3,127,0.8503235121366829
15,2.0,1,128,0.91559954942062
15,2.0,2,128,0.9887571511605535
15,2.0,3,128,0.8618671751660036
15,2.0,1,129,0.11631325851143295
15,2.0,2,129,0.9665223968802038
15,2.0,3,129,0.8975764606261025
15,2.0,1,130,0.30205203922735513
15,2.0,2,130,0.9804035548156729
15,2.0,3,130,0.8185658931431904
15,2.0,1,131,0.6632294631887053
15,2.0,2,131,0.9649805374684013
15,2.0,3,131,0.7625233561624873
15,2.0,1,132,0.3789421886902176
15,2.0,2,132,0.6671622685127282
15,2.0,3,132,0.9613684522936579
15,2.0,1,133,0.31572608188450996
15,2.0,2,133,0.8706205567396315
15,2.0,3,133,0.8630918484689675
15,2.0,1,134,0.8620280864798592
15,2.0,2,134,0.5093063045003938
15,2.0,3,134,0.6743512395514512
15,2.0,1,135,0.6437387013411512
15,2.0,2,135,0.5180006169132145
15,2.0,3,135,0.9451412212149153
15,2.0,1,136,0.9241254609279695
15,2.0,2,136,0.7799773953623788
15,2.0,3,136,0.9485731585946707
15,2.0,1,137,0.5315091181263802
15,2.0,2,137,0.6328015929403019
15,2.0,3,137,0.966005841355369
15,2.0,1,138,0.8584637538833177
15,2.0,2,138,0.9450290163791613
15,2.0,3,138,0.7463341071400723
15,2.0,1,139,0.15523247899766388
15,2.0,2,139,0.9272853910727364
15,2.0,3,139,0.6940622879643361
15,2.0,1,140,0.12779752266728353
15,2.0,2,140,0.9410528122454134
15,2.0,3,140,0.9791983606735893
15,2.0,1,141,0.9243897072378171
15,2.0,2,141,0.9274070550599317
15,2.0,3,141,0.7253118661898806
15,2.0,1,142,0.34230434094424894
15,2.0,2,142,0.8864043966308823
15,2.0,3,142,0.9660058125914842
15,2.0,1,143,0.8086953333835759
15,2.0,2,143,0.5628511877234151
15,2.0,3,143,0.9906154076294914
15,2.0,1,144,0.44371829067368973
15,2.0,2,144,0.44454514426205044
15,2.0,3,144,0.8895365774849663
15,2.0,1,145,0.9162622914787456
15,2.0,2,145,0.8921105554495157
15,2.0,3,145,0.9822419511313277
15,2.0,1,146,0.753717324885645
15,2.0,2,146,0.9219683013059112
15,2.0,3,146,0.9503203537121784
15,2.0,1,147,0.8047059030992596
15,2.0,2,147,0.8020111296465606
15,2.0,3,147,0.9605311311630754
15,2.0,1,148,0.8189112321881081
15,2.0,2,148,0.5121787288785287
15,2.0,3,148,0.9042063886099029
15,2.0,1,149,0.8901987133969396
15,2.0,2,149,0.9209564947942884
15,2.0,3,149,0.9115069546220212
15,2.0,1,150,0.7884647426061997
15,2.0,2,150,0.7410195914082464
15,2.0,3,150,0.9524893794205592
15,2.0,1,151,0.7813873229764844
15,2.0,2,151,0.9807025525709518
15,2.0,3,151,0.8380224082510427
15,2.0,1,152,0.5817078991356195
15,2.0,2,152,0.8496514757823281
15,2.0,3,152,0.9118347615435664
15,2.0,1,153,0.23048870593410148
15,2.0,2,153,0.7820231495219091
15,2.0,3,153,0.9836043168900855
15,2.0,1,154,0.7743142901958672
15,2.0,2,154,0.9301075625614328
15,2.0,3,154,0.7551889562569262
15,2.0,1,155,0.7038329834434364
15,2.0,2,155,0.6510306542119564
15,2.0,3,155,0.8034080563067425
15,2.0,1,156,0.9473940470339322
15,2.0,2,156,0.962569036027124
15,2.0,3,156,0.9619704085734021
15,2.0,1,157,0.8749424869081115
15,2.0,2,157,0.8604231319572184
15,2.0,3,157,0.7140049466999406
15,2.0,1,158,0.003120448279880642
15,2.0,2,158,0.9728750637914545
15,2.0,3,158,0.8369104145075067
15,2.0,1,159,0.6948746595972094
15,2.0,2,159,0.9389424557963002
15,2.0,3,159,0.6716242191268186
15,2.0,1,160,0.9362925021408272
15,2.0,2,160,0.9578414917623728
15,2.0,3,160,0.7012129942462765
15,2.0,1,161,0.9175722535322857
15,2.0,2,161,0.8157862296975555
15,2.0,3,161,0.9386382275108348
15,2.0,1,162,0.5965138184165849
15,2.0,2,162,0.8928895937837296
15,2.0,3,162,0.6958241951449754
15,2.0,1,163,0.9145332489281617
15,2.0,2,163,0.5539493676692432
15,2.0,3,163,0.6711602676205722
15,2.0,1,164,0.7660966220025941
15,2.0,2,164,0.7928415720876962
15,2.0,3,164,0.7817117439859788
15,2.0,1,165,0.8852883286655622
15,2.0,2,165,0.9647663349436745
15,2.0,3,165,0.7758709194851171
15,2.0,1,166,0.9280181020619284
15,2.0,2,166,0.9758843310763132
15,2.0,3,166,0.75334474265316
15,2.0,1,167,0.42719274461654877
15,2.0,2,167,0.8678600750155128
15,2.0,3,167,0.9971432547652411
15,2.0,1,168,0.8806357100090094
15,2.0,2,168,0.830186448976975
15,2.0,3,168,0.9806421784103696
15,2.0,1,169,0.9041249124616453
15,2.0,2,169,0.851043705498781
15,2.0,3,169,0.7001048456302142
15,2.0,1,170,0.05437434200186678
15,2.0,2,170,0.7451833791330941
15,2.0,3,170,0.9237360353554376
15,2.0,1,171,0.7346605843980063
15,2.0,2,171,0.815301550435128
15,2.0,3,171,0.8866353255237515
15,2.0,1,172,0.8797350851265863
15,2.0,2,172,0.9791940477464276
15,2.0,3,172,0.8989777714633275
15,2.0,1,173,0.6040837690257068
15,2.0,2,173,0.8463216360145862
15,2.0,3,173,0.8625122118578687
15,2.0,1,174,0.6365168748089425
15,2.0,2,174,0.7411373412109125
15,2.0,3,174,0.8555234506350681
15,2.0,1,175,0.8533356582794243
15,2.0,2,175,0.7301407180757273
15,2.0,3,175,0.9710818938321308
15,2.0,1,176,0.6333941068366619
15,2.0,2,176,0.49994100058767127
15,2.0,3,176,0.9960902796405793
15,2.0,1,177,0.5207061829008353
15,2.0,2,177,0.9409287801691939
15,2.0,3,177,0.9379310640460458
15,2.0,1,178,0.8344468534866545
15,2.0,2,178,0.8942079675927623
15,2.0,3,178,0.9374107694324006
15,2.0,1,179,0.14672830509333445
15,2.0,2,179,0.8161576133367943
15,2.0,3,179,0.9497040460611056
15,2.0,1,180,0.8527552290589772
15,2.0,2,180,0.6891055930868953
15,2.0,3,180,0.8243312690709326
15,2.0,1,181,0.7373267677099234
15,2.0,2,181,0.5106209898974235
15,2.0,3,181,0.7902470088210257
15,2.0,1,182,0.7599158285037722
15,2.0,2,182,0.9225265515515815
15,2.0,3,182,0.9481365363362472
15,2.0,1,183,0.9470956512961793
15,2.0,2,183,0.90473561628279
15,2.0,3,183,0.7337552992938924
15,2.0,1,184,0.8688308090055795
15,2.0,2,184,0.9853000536342934
15,2.0,3,184,0.7485804595845051
15,2.0,1,185,0.8816389628948875
15,2.0,2,185,0.9007138197949606
15,2.0,3,185,0.9967792623144365
15,2.0,1,186,0.535570483868107
15,2.0,2,186,0.9384984832361758
15,2.0,3,186,0.8345503052061449
15,2.0,1,187,0.7891997482477603
15,2.0,2,187,0.9286386354754073
15,2.0,3,187,0.9569350004169831
15,2.0,1,188,0.6087941276586174
15,2.0,2,188,0.8718203248590165
15,2.0,3,188,0.9919956590386714
15,2.0,1,189,0.9268439309926322
15,2.0,2,189,0.8809406329963377
15,2.0,3,189,0.8558206906179334
15,2.0,1,190,0.7953813610438116
15,2.0,2,190,0.8771228951846972
15,2.0,3,190,0.9198758112759381
15,2.0,1,191,0.5679116095399338
15,2.0,2,191,0.6460843651047857
15,2.0,3,191,0.9354593073562497
15,2.0,1,192,0.9344583279179787
15,2.0,2,192,0.8022379285566414
15,2.0,3,192,0.925804047552485
15,2.0,1,193,0.9144858212571472
15,2.0,2,193,0.5256020376745048
15,2.0,3,193,0.6758176205142515
15,2.0,1,194,0.33845999752189193
15,2.0,2,194,0.4969499819861688
15,2.0,3,194,0.977818741403721
15,2.0,1,195,0.9335587059294395
15,2.0,2,195,0.6240492454380666
15,2.0,3,195,0.9837489649763506
15,2.0,1,196,0.6532169924459186
15,2.0,2,196,0.618844076190978
15,2.0,3,196,0.6937770745531994
15,2.0,1,197,0.9210130286526361
15,2.0,2,197,0.9465763500209914
15,2.0,3,197,0.9647724142198735
15,2.0,1,198,0.6377196825507961
15,2.0,2,198,0.6642926408463767
15,2.0,3,198,0.686882467789052
15,2.0,1,199,0.5770642666419529
15,2.0,2,199,0.7757435217635027
15,2.0,3,199,0.9888584149516632
30,0.5,1,0,0.8353850077676395
30,0.5,2,0,0.4911896515131092
30,0.5,3,0,0.7811061044810135
30,0.5,1,1,0.7866207275990376
30,0.5,2,1,0.8645724036531435
30,0.5,3,1,0.7135878705606734
30,0.5,1,2,0.8624023853416205
30,0.5,2,2,0.8398414922467298
30,0.5,3,2,0.6929278445772923
30,0.5,1,3,0.6703260821442782
30,0.5,2,3,0.9471571770652245
30,0.5,3,3,0.7853090758259939
30,0.5,1,4,0.6900337778474939
30,0.5,2,4,0.8022971652852967
30,0.5,3,4,0.8041657359345948
30,0.5,1,5,0.9173952774145858
30,0.5,2,5,0.9040021898796406
30,0.5,3,5,0.9709193367052832
30,0.5,1,6,0.8382564326477089
30,0.5,2,6,0.5417193866204778
30,0.5,3,6,0.7862418993612929
30,0.5,1,7,0.3712622093237475
30,0.5,2,7,0.7369780433684713
30,0.5,3,7,0.992656088573117
30,0.5,1,8,0.8880902989861899
30,0.5,2,8,0.8357048056532852
30,0.5,3,8,0.684298888745114
30,0.5,1,9,0.017705094905187117
30,0.5,2,9,0.897865073423427
30,0.5,3,9,0.9386892878219483
30,0.5,1,10,0.9441650845529063
30,0.5,2,10,0.7008103106491492
30,0.5,3,10,0.9274198935356394
30,0.5,1,11,0.6605655196442431
30,0.5,2,11,0.7765703791150904
30,0.5,3,11,0.9830949852834595
30,0.5,1,12,0.6418956466309006
30,0.5,2,12,0.7310193896931232
30,0.5,3,12,0.781758734853883
30,0.5,1,13,0.4912023363006574
30,0.5,2,13,0.7126034938973427
30,0.5,3,13,0.9207066446703811
30,0.5,1,14,0.901624646243186
30,0.5,2,14,0.9533141682001984
30,0.5,3,14,0.8327861872120539
30,0.5,1,15,0.8498104423337235
30,0.5,2,15,0.5992485406747815
30,0.5,3,15,0.7914293104356154
30,0.5,1,16,0.8472122430689721
30,0.5,2,16,0.9587813503239424
30,0.5,3,16,0.7252325584272934
30,0.5,1,17,0.9415615206852775
30,0.5,2,17,0.7787161845622299
30,0.5,3,17,0.6762192342574962
30,0.5,1,18,0.9553782719608584
30,0.5,2,18,0.9255399350377163
30,0.5,3,18,0.7806590305877309
30,0.5,1,19,0.08528340481046567
30,0.5,2,19,0.5900650093315505
30,0.5,3,19,0.8804513519807752
30,0.5,1,20,0.9809610500693797
30,0.5,2,20,0.9820717299245929
30,0.5,3,20,0.8238957387905762
30,0.5,1,21,0.8679174434164629
30,0.5,2,21,0.8838923592572825
30,0.5,3,21,0.9549074900865864
30,0.5,1,22,0.2744777857509898
30,0.5,2,22,0.4830439227887021
30,0.5,3,22,0.9263775538552338
30,0.5,1,23,0.6329661504085139
30,0.5,2,23,0.7206268926553858
30,0.5,3,23,0.8982034423416364
30,0.5,1,24,0.8226224740157229
30,0.5,2,24,0.9440044836443802
30,0.5,3,24,0.985233287023203
30,0.5,1,25,0.9647998691327732
30,0.5,2,25,0.9682359027241664
30,0.5,3,25,0.8520307377761044
30,0.5,1,26,0.4020928756580829
30,0.5,2,26,0.8413787026045513
30,0.5,3,26,0.9012562801274311
30,0.5,1,27,0.647682511969856
30,0.5,2,27,0.6624828571083565
30,0.5,3,27,0.9476645107264215
30,0.5,1,28,0.9362153003674732
30,0.5,2,28,0.8015508774285863
30,0.5,3,28,0.6911538882026518
30,0.5,1,29,0.7295105405512772
30,0.5,2,29,0.8932701570486192
30,0.5,3,29,0.9169944638249029
30,0.5,1,30,0.6647857319449026
30,0.5,2,30,0.8174706482003851
30,0.5,3,30,0.8973616328849369
30,0.5,1,31,0.787951471328874
30,0.5,2,31,0.9374234534594055
30,0.5,3,31,0.9910757314632693
30,0.5,1,32,0.6035639576371205
30,0.5,2,32,0.7558042036647701
30,0.5,3,32,0.9260962063759978
30,0.5,1,33,0.1349393344399357
30,0.5,2,33,0.8636452523779755
30,0.5,3,33,0.7403773007030824
30,0.5,1,34,0.1728261532776937
30,0.5,2,34,0.6061410317001245
30,0.5,3,34,0.9839268580678117
30,0.5,1,35,0.6686202907582594
30,0.5,2,35,0.8433025778846159
30,0.5,3,35,0.9772645378597996
30,0.5,1,36,0.8946650322628072
30,0.5,2,36,0.8778049694359645
30,0.5,3,36,0.9503108355799809
30,0.5,1,37,0.16113108157416065
30,0.5,2,37,0.858751868924167
30,0.5,3,37,0.9400718669595101
30,0.5,1,38,0.926700748374003
30,0.5,2,38,0.4969769978544288
30,0.5,3,38,0.7697506391657024
30,0.5,1,39,0.9253136663011715
30,0.5,2,39,0.7536899056502018
30,0.5,3,39,0.9228044388864011
30,0.5,1,40,0.945954319718309
30,0.5,2,40,0.8850239833498563
30,0.5,3,40,0.7391484564400002
30,0.5,1,41,0.8644819184153112
30,0.5,2,41,0.680360230405521
30,0.5,3,41,0.9528885873274217
30,0.5,1,42,0.10620614383038968
30,0.5,2,42,0.8071932678031606
30,0.5,3,42,0.6698496861586323
30,0.5,1,43,0.8873262004825183
30,0.5,2,43,0.9510470683953635
30,0.5,3,43,0.936980329401548
30,0.5,1,44,0.917819350913231
30,0.5,2,44,0.9731240035548097
30,0.5,3,44,0.9941880801643052
30,0.5,1,45,0.9771284089705561
30,0.5,2,45,0.5418395584164466
30,0.5,3,45,0.745058108924836
30,0.5,1,46,0.009961375016951967
30,0.5,2,46,0.784460255180039
30,0.5,3,46,0.7193220671816686
30,0.5,1,47,0.6013863558637237
30,0.5,2,47,0.896670364878394
30,0.5,3,47,0.9491316209668091
30,0.5,1,48,0.3271087636766319
30,0.5,2,48,0.885379556532723
30,0.5,3,48,0.675434270980147
30,0.5,1,49,0.9507120038652885
30,0.5,2,49,0.5047359919788953
30,0.5,3,49,0.9606163351374816
30,0.5,1,50,0.4577145396134571
30,0.5,2,50,0.5000418931461216
30,0.5,3,50,0.8561610658164941
30,0.5,1,51,0.7353390460548022
30,0.5,2,51,0.5243602300840869
30,0.5,3,51,0.948004671668206
30,0.5,1,52,0.6690366280141299
30,0.5,2,52,0.9139515023456974
30,0.5,3,52,0.6871243181291042
30,0.5,1,53,0.0002559263596435481
30,0.5,2,53,0.6520164267733555
30,0.5,3,53,0.6716455977585017
30,0.5,1,54,0.8384310149407805
30,0.5,2,54,0.5201406224407634
30,0.5,3,54,0.9597641614806113
30,0.5,1,55,0.7172986251622531
30,0.5,2,55,0.7425427941394454
30,0.5,3,55,0.9771607844232578
30,0.5,1,56,0.6082680275535233
30,0.5,2,56,0.9547368328230845
30,0.5,3,56,0.7638246826860421
30,0.5,1,57,0.3626229292674217
30,0.5,2,57,0.8516119217198264
30,0.5,3,57,0.9850149493856198
30,0.5,1,58,0.9238262205972714
30,0.5,2,58,0.9559428153177001
30,0.5,3,58,0.6797876556604153
30,0.5,1,59,0.9212210087492358
30,0.5,2,59,0.9191886098721873
30,0.5,3,59,0.9226489119496265
30,0.5,1,60,0.9053130692541898
30,0.5,2,60,0.790364587173221
30,0.5,3,60,0.8758755669250345
30,0.5,1,61,0.9336525535120798
30,0.5,2,61,0.4936853091449637
30,0.5,3,61,0.6830327793057512
30,0.5,1,62,0.6390798841239241
30,0.5,2,62,0.9262518227617356
30,0.5,3,62,0.8848559674178921
30,0.5,1,63,0.938570637415767
30,0.5,2,63,0.9786935380436765
30,0.5,3,63,0.7153708363527141
30,0.5,1,64,0.4796499882001018
30,0.5,2,64,0.9594129674856406
30,0.5,3,64,0.9763307908222707
30,0.5,1,65,0.5415626798230132
30,0.5,2,65,0.5779752194744098
30,0.5,3,65,0.89625176981575
30,0.5,1,66,0.8036693295652295
30,0.5,2,66,0.6237713261991702
30,0.5,3,66,0.9886299535231258
30,0.5,1,67,0.7682273034491092
30,0.5,2,67,0.7591332186119851
30,0.5,3,67,0.7835526638687851
30,0.5,1,68,0.6746834693689974
30,0.5,2,68,0.8681634869000734
30,0.5,3,68,0.8875436004893499
30,0.5,1,69,0.9058400826891392
30,0.5,2,69,0.5053542660488831
30,0.5,3,69,0.9101559906307806
30,0.5,1,70,0.5707493687070296
30,0.5,2,70,0.5210796531063481
30,0.5,3,70,0.9850137971466322
30,0.5,1,71,0.6324326928953635
30,0.5,2,71,0.9689631883772657
30,0.5,3,71,0.9767824175321064
30,0.5,1,72,0.9352323424023767
30,0.5,2,72,0.9472248896430149
30,0.5,3,72,0.7574875122715339
30,0.5,1,73,0.6955062339571426
30,0.5,2,73,0.7846969534854387
30,0.5,3,73,0.993482282626529
30,0.5,1,74,0.950525252848635
30,0.5,2,74,0.8900135009851237
30,0.5,3,74,0.8995421968156997
30,0.5,1,75,0.8554385052073804
30,0.5,2,75,0.9692755544582846
30,0.5,3,75,0.6703001154928679
30,0.5,1,76,0.0003392295759802261
30,0.5,2,76,0.6222772102102366
30,0.5,3,76,0.9382491099614133
30,0.5,1,77,0.8457736811289676
30,0.5,2,77,0.7449277682189107
30,0.5,3,77,0.9576145882312922
30,0.5,1,78,0.6666277290505014
30,0.5,2,78,0.9160356186380516
30,0.5,3,78,0.9907173266131926
30,0.5,1,79,0.6459125010566346
30,0.5,2,79,0.8739058291434881
30,0.5,3,79,0.9095824846077684
30,0.5,1,80,0.8714805644725593
30,0.5,2,80,0.8474018195976799
30,0.5,3,80,0.92326900592028
30,0.5,1,81,0.9729371654002671
30,0.5,2,81,0.8648163905678847
30,0.5,3,81,0.9265771606053635
30,0.5,1,82,0.9002725791801682
30,0.5,2,82,0.8428007827336355
30,0.5,3,82,0.8884296418459569
30,0.5,1,83,0.01178903885916704
30,0.5,2,83,0.9820263117238375
30,0.5,3,83,0.9536750105152555
30,0.5,1,84,0.866443914118254
30,0.5,2,84,0.5599644464990758
30,0.5,3,84,0.9284310605845921
30,0.5,1,85,0.6992475037252028
30,0.5,2,85,0.9061661799345068
30,0.5,3,85,0.8077408407541551
30,0.5,1,86,0.9239310532235905
30,0.5,2,86,0.6451762349813036
30,0.5,3,86,0.8014027878600842
30,0.5,1,87,0.8094190814811588
30,0.5,2,87,0.5505873502537325
30,0.5,3,87,0.9635796394166061
30,0.5,1,88,0.17135302760883026
30,0.5,2,88,0.4946305104914468
30,0.5,3,88,0.9842853313522516
30,0.5,1,89,0.19815234079782246
30,0.5,2,89,0.8908781450239277
30,0.5,3,89,0.7479133823982366
30,0.5,1,90,0.8924115906363849
30,0.5,2,90,0.5709093538328478
30,0.5,3,90,0.850283531666845
30,0.5,1,91,0.9673294892426891
30,0.5,2,91,0.939081919879196
30,0.5,3,91,0.9667142688214373
30,0.5,1,92,0.9504008493570056
30,0.5,2,92,0.8003249398157042
30,0.5,3,92,0.9224966428019798
30,0.5,1,93,0.00955908068713689
30,0.5,2,93,0.8991540173975243
30,0.5,3,93,0.9879165834706257
30,0.5,1,94,0.9814299263467339
30,0.5,2,94,0.6169290915669656
30,0.5,3,94,0.7563313543656243
30,0.5,1,95,0.9814204490929958
30,0.5,2,95,0.9440761811731226
30,0.5,3,95,0.9705769335093892
30,0.5,1,96,0.9057713111137573
30,0.5,2,96,0.9711296716891767
30,0.5,3,96,0.9782398538413761
30,0.5,1,97,0.9209647167974337
30,0.5,2,97,0.9010018234069708
30,0.5,3,97,0.9312556859624156
30,0.5,1,98,0.8071439433967709
30,0.5,2,98,0.9424598695254301
30,0.5,3,98,0.8652827289182082
30,0.5,1,99,0.024218754994206615
30,0.5,2,99,0.7209472583230068
30,0.5,3,99,0.9562431557379399
30,0.5,1,100,0.8284798952649903
30,0.5,2,100,0.5235319385585637
30,0.5,3,100,0.8693393861111324
30,0.5,1,101,0.9710720717947798
30,0.5,2,101,0.968727039851486
30,0.5,3,101,0.7323820776740441
30,0.5,1,102,0.8578198721554234
30,0.5,2,102,0.9071220033626022
30,0.5,3,102,0.8841230260957693
30,0.5,1,103,0.0021041840233514213
30,0.5,2,103,0.5061115024060652
30,0.5,3,103,0.9960664232876599
30,0.5,1,104,0.943690342835214
30,0.5,2,104,0.9507886035275638
30,0.5,3,104,0.7358419972676794
30,0.5,1,105,0.7962480844075313
30,0.5,2,105,0.9398724857138596
30,0.5,3,105,0.680776086238791
30,0.5,1,106,0.9177444312235433
30,0.5,2,106,0.8437544911406212
30,0.5,3,106,0.8353549095105723
30,0.5,1,107,0.005346756150691829
30,0.5,2,107,0.7632510271527921
30,0.5,3,107,0.9764808121389441
30,0.5,1,108,0.9822524474807396
30,0.5,2,108,0.7975455308596491
30,0.5,3,108,0.9791752678780199
30,0.5,1,109,0.8703464475105173
30,0.5,2,109,0.4973924215846812
30,0.5,3,109,0.6679357161124987
30,0.5,1,110,0.14715095861125968
30,0.5,2,110,0.8115285988243655
30,0.5,3,110,0.9500643531555286
30,0.5,1,111,0.11174041477290923
30,0.5,2,111,0.979491879720317
30,0.5,3,111,0.8722656778367232
30,0.5,1,112,0.9418809740909709
30,0.5,2,112,0.980601902530981
30,0.5,3,112,0.8725525017444755
30,0.5,1,113,0.7845269551500199
30,0.5,2,113,0.9588985387151858
30,0.5,3,113,0.9278534578163984
30,0.5,1,114,0.46505255350776475
30,0.5,2,114,0.5090782534747694
30,0.5,3,114,0.9853239597657152
30,0.5,1,115,0.8195326750652119
30,0.5,2,115,0.8582170938664002
30,0.5,3,115,0.875412395282884
30,0.5,1,116,0.658879784524116
30,0.5,2,116,0.5144161836411474
30,0.5,3,116,0.9900711623923003
30,0.5,1,117,0.8971431950953042
30,0.5,2,117,0.9495691707369031
30,0.5,3,117,0.9025872384758493
30,0.5,1,118,0.607624371776328
30,0.5,2,118,0.9447710566483585
30,0.5,3,118,0.9950430992476971
30,0.5,1,119,0.8660058072222447
30,0.5,2,119,0.5083923656211662
30,0.5,3,119,0.7848006695433537
30,0.5,1,120,0.2785944487072802
30,0.5,2,120,0.7398449306900107
30,0.5,3,120,0.9903825373762679
30,0.5,1,121,0.13228389022185422
30,0.5,2,121,0.9656028223643762
30,0.5,3,121,0.7060902702287581
30,0.5,1,122,0.9556755466628848
30,0.5,2,122,0.9286639113186731
30,0.5,3,122,0.6689309203503803
30,0.5,1,123,0.804002941304383
30,0.5,2,123,0.6161195202841346
30,0.5,3,123,0.9847407757846306
30,0.5,1,124,0.021513281743268543
30,0.5,2,124,0.4984449359815125
30,0.5,3,124,0.9674490629656853
30,0.5,1,125,0.3451058214390663
30,0.5,2,125,0.9319013772678479
30,0.5,3,125,0.9500381152679466
30,0.5,1,126,0.9829146137197232
30,0.5,2,126,0.9840588268208683
30,0.5,3,126,0.9034774405830418
30,0.5,1,127,0.5594080491078577
30,0.5,2,127,0.663912752378102
30,0.5,3,127,0.967170204745654
30,0.5,1,128,0.7407395708259649
30,0.5,2,128,0.8391694924663124
30,0.5,3,128,0.9423636085613545
30,0.5,1,129,0.9322079003935998
30,0.5,2,129,0.808954890936153
30,0.5,3,129,0.9275979497709596
30,0.5,1,130,0.7902518199519375
30,0.5,2,130,0.9470541806734726
30,0.5,3,130,0.6667298067354926
30,0.5,1,131,0.8765520187599725
30,0.5,2,131,0.943523515654326
30,0.5,3,131,0.9028848040468441
30,0.5,1,132,0.9421081417038781
30,0.5,2,132,0.601382704009666
30,0.5,3,132,0.9763535341918645
30,0.5,1,133,0.916912041226204
30,0.5,2,133,0.8031386021085585
30,0.5,3,133,0.7838065059391881
30,0.5,1,134,0.6682603900691136
30,0.5,2,134,0.7660275899033113
30,0.5,3,134,0.9537132361511437
