N_obs,SNR,rep,L,regularization,xcv_score,OracleRKHS_L2_function_mean_cos2,OracleRKHS_RKHS_function_mean_cos2,OracleL2_L2_function_mean_cos2,OracleL2_RKHS_function_mean_cos2
15,0.5,71,1,0.1,-1.0736487432931037,0.39039351134913663,0.798261919071723,0.82134661838856,0.9259113212928602
15,0.5,71,2,0.1,-1.0736487432931037,0.6204935309037429,0.6742755540827687,0.8746863646077683,0.7364313325174934
15,0.5,71,3,0.1,-1.0736487432931037,0.6500602258456073,0.6159810720029975,0.8637035919006841,0.8581296276923659
15,0.5,72,1,0.1,-1.099679652913402,0.38272079604529796,0.7993223524664523,0.7353810687733384,0.8143451991187117
15,0.5,72,2,0.1,-1.099679652913402,0.5062524002511115,0.7466628627036208,0.7710687365821516,0.8630476496359374
15,0.5,72,3,0.1,-1.099679652913402,0.720948405675453,0.7150034218326168,0.8821673403029876,0.8829312143476159
15,0.5,73,1,0.1,-1.0767417862275142,0.37110852424592283,0.5123422042066874,0.9010542438223813,0.8536110988781767
15,0.5,73,2,0.1,-1.0767417862275142,0.4767420588032142,0.512232457580247,0.914183611303016,0.9082925367687069
15,0.5,73,3,0.1,-1.0767417862275142,0.6599563782618627,0.7063804991617776,0.8856995768383155,0.674960907636208
15,0.5,74,1,0.1,-1.1038835152619526,0.24317168240962278,0.5778559368241687,0.7792249124076481,0.8860225882785772
15,0.5,74,2,0.1,-1.1038835152619526,0.6266825441136684,0.7832691278053786,0.8897004195325904,0.9064706118913675
15,0.5,74,3,0.1,-1.1038835152619526,0.8642435659758515,0.8674570404692582,0.9433776719277643,0.9491892729283519
15,0.5,75,1,1.0,-1.1113585746506123,0.0030969089754006394,0.2411497782240488,0.01088773127612063,0.5425795092420899
15,0.5,75,2,1.0,-1.1113585746506123,0.36862525907840954,0.3762983895008072,0.8244722829055319,0.8228612925518126
15,0.5,75,3,1.0,-1.1113585746506123,0.6371405453268855,0.6344085929816254,0.9233562840622307,0.9229581112344535
15,0.5,76,1,0.1,-1.0443763729514763,0.11592008591173471,0.3947542039873253,0.4373267482379097,0.22195311250168928
15,0.5,76,2,0.1,-1.0443763729514763,0.23323847314028917,0.2764594517531782,0.7091965023424578,0.5726565606120366
